Year,Field-Location,RecId,Source,Pedigree,Replicate,Block,Plot,Range,Pass,"LOCAL_CHECK (Yes, No[Blank])",Plot Length Field,Alley Length,Row Spacing,Plot Area,Rows/Plot,Packet/Plot,Kernels/Packet,# Seed,Date Planted,Date Harvested,Anthesis [date],Silking [date],Pollen DAP [days],Silk DAP [days],Plant Height [cm],Ear Height [cm],Stand Count [plants],Root Lodging [plants],Stalk Lodging [plants],Grain Moisture [%],Test Weight [lbs/bu],Plot Weight [lbs],Grain Yield [bu/A],"Plot Discarded [enter ""yes"" or ""blank""]",Comments,"Filler [enter ""filler"" or ""blank""]",[add additional measurements here]
2014,IAH4,2186427,13WJWE:LH185:2736,Z013E0087/LH185,2,2,55,33,36,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,253,125,79,0,0,22.2,54.1,23.59,198.7612627,,,,
2014,TXH1,2218916,WE13-195ISO-204-X-POL-195,PHW65_MOG_0012/LH195,2,9,227,17,6,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/24/14,84,84,178,74,79,,,11,58.8,25.42,198.3441467,,,,
2014,IAH4,2186134,13WJWE:LH185:2859,Z022E0121/LH185,1,3,125,14,39,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,267,122,79,29,2,17.9,55.7,22,195.6095469,,,,
2014,IAH1a,2184743,13WJWE:LH198:3124,M0118/LH198,2,12,426,44,40,,20,3,30,85,,,,72,5/17/14,10/21/14,7/23/14,7/25/14,67,69,190,100,79,0,3,22.2,54.2,23.12,194.8012036,,,,
2014,TXH1,2218422,13SAJL:NURSE:0145,PHG39/PHN82,1,8,220,10,12,,25,4,30,105,,,,47,3/1/14,8/21/14,5/21/14,5/22/14,81,82,191,79,79,,,12.7,58.4,25.2,192.8717497,,,,
2014,TXH1,2218904,WE13-195ISO-091-X-POL-195,PHN11_PHG47_0172/LH195,2,9,218,17,15,,25,4,30,105,,,,47,3/1/14,8/21/14,5/21/14,5/23/14,81,83,198,91,79,,,11.9,59,24.85,191.9358663,,,,
2014,TXH1,2218419,13SAJL:NURSE:0157,LH74/PHN82,1,8,203,9,10,,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/23/14,83,83,211,109,79,,,12.4,57.9,24.38,187.2369867,,,,
2014,TXH1,2218813,WE13-80ISO-064-X-POL-80,MOG_LH145_0175/PB80,2,5,107,14,19,,25,4,30,105,,,,47,3/1/14,8/21/14,5/21/14,5/22/14,81,82,196,104,79,,,12.2,60,24.05,185.1243013,,,,
2014,IAH4,2186275,13SJWE:BREED:2446/2996,LH132/LH51,2,1,4,28,44,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,260,130,79,0,1,17.7,55.9,20.64,183.9643784,,,,
2014,TXH1,2218903,WE13-195ISO-342-X-POL-195,PHN11_PHG47_0287/LH195,2,9,225,17,8,,25,4,30,105,,,,47,3/1/14,8/21/14,5/20/14,5/22/14,80,82,178,76,79,,,10.4,57.3,23.02,180.8286187,,,,
2014,TXH1,2218678,13SAJL:NURSE:0109,LH74/PHM49,2,3,58,13,35,,25,4,30,105,,,,47,3/1/14,8/21/14,5/21/14,5/21/14,81,81,175,89,79,,,10.8,57.8,22.42,175.3292191,,,,
2014,TXH1,2218828,WE13-195ISO-414-X-POL-195,M0154/LH195,2,1,16,11,7,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,175,94,79,,,10.9,58.7,22.35,174.5858603,,,,
2014,IAH4,2186502,13WJWE:LH185:2409,MOG_MO45-085-1-1-1-1-B/LH185,2,6,225,50,43,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,265,115,79,40,24,19.6,53.7,19.69,171.445454,,,,
2014,TXH1,2218673,13SAJL:NURSE:0079,B37/H95,2,3,51,12,33,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,201,81,79,,,11.8,57.5,22.08,170.7345798,,,,
2014,TXH1,2218793,WE13-80ISO-029-X-POL-80,PHW65_MOG_0176/PB80,2,5,103,14,15,,25,4,30,105,,,,47,3/1/14,8/21/14,5/19/14,5/20/14,79,80,191,97,79,,,11.6,56.1,21.15,163.91416,,,,
2014,TXH1,2218777,WE13-80ISO-160-X-POL-80,MOG_MO45-074-1-1-1-1-B/PB80,2,5,101,14,13,,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/23/14,83,83,213,119,79,,,12,58,21.23,163.7896678,,,,
2014,TXH1,2218881,WE13-195ISO-056-X-POL-195,PHN11_PHW65_0237/LH195,2,9,235,18,7,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/23/14,84,83,208,91,79,,,11,57.9,20.7,161.5154932,,,,
2014,IAH1a,2184642,GTF-01:43,CG108/CGR03,2,11,406,42,40,,20,3,30,85,,,,72,5/17/14,10/21/14,7/12/14,7/14/14,56,58,187,95,79,0,0,16.5,55.4,17.53,158.5231161,,,,
2014,TXH1,2218478,WE13-80ISO-402-X-POL-80,Z013E0044/PB80,1,9,231,10,23,,25,4,30,105,,,,47,3/1/14,8/21/14,5/26/14,5/25/14,86,85,211,104,79,,,11.4,58.6,20.27,157.4495075,,,,
2014,TXH1,2218784,WE13-80ISO-063-X-POL-80.2,MOG_NC230-007-1-1-1-1-B/PB80,2,5,116,14,28,,25,4,30,105,,,,47,3/1/14,8/21/14,5/20/14,5/20/14,80,80,196,107,79,,,11.8,56.4,20.35,157.357278,,,,
2014,IAH2,2185101,13WJWE:LH198:3052,M0186/LH198,1,2,13,3,72,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,220,100,79,0,4,19.8,57.7,17.93,155.7323607,,,,
2014,TXH1,2218628,WE13-195ISO-055-X-POL-195,PHN11_PHG47_0048/LH195,1,7,195,9,18,,25,4,30,105,,,,47,3/1/14,8/21/14,5/21/14,5/22/14,81,82,193,102,79,,,11.4,58.3,20.02,155.5076043,,,,
2014,TXH1,2218596,WE13-195ISO-108-X-POL-195,PHB47/LH195,1,10,257,11,26,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/23/14,84,83,196,94,79,,,12.1,58.5,19.87,153.1230525,,,,
2014,TXH1,2218819,WE13-80ISO-325-X-POL-80,MOG_PHG83-197-1-1-1-1-B/PB80,2,5,104,14,16,,25,4,30,105,,,,47,3/1/14,8/21/14,5/20/14,5/21/14,80,81,198,99,79,,,12.5,54.1,19.65,150.7385883,,,,
2014,TXH1,2218823,WE13-80ISO-127-X-POL-80,MOG_LH123HT-199-1-1-1-1-B/PB80,2,5,133,15,30,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,198,97,79,,,11.6,58,19.14,148.3365023,,,,
2014,IAH4,2186325,13WJWE:LH198:3766,Z022E0059/LH198,2,3,89,36,39,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,238,112,79,0,6,18.8,57.6,16.83,148.0008993,,,,
2014,IAH4,2186245,13WJWE:LH185:2409,MOG_MO45-085-1-1-1-1-B/LH185,1,2,70,8,44,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,255,110,79,55,30,21.7,52.9,16.96,143.8175278,,,,
2014,IAH4,2186314,13WJWE:LH198:3055,M0266/LH198,2,3,78,35,39,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,230,116,79,0,2,16.4,55.4,15.41,139.5189263,,,,
2014,IAH1a,2184654,GTF-01:55,CG119/CG108,2,11,386,40,40,,20,3,30,85,,,,72,5/17/14,10/21/14,7/11/14,7/11/14,55,55,193,95,79,0,2,15.4,55.1,15.12,138.5308068,,,,
2014,TXH1,2218759,WE13-80ISO-367-X-POL-80,Z013E0009/PB80,2,8,190,16,32,,25,4,30,105,,,,47,3/1/14,8/21/14,5/26/14,5/27/14,86,87,180,84,79,,,13.6,61.4,17.22,130.4369771,,,,
2014,TXH1,2218473,WE13-80ISO-213-X-POL-80,Z022E0110/PB80,1,4,71,6,3,,25,4,30,105,,,,47,3/1/14,8/21/14,5/26/14,5/28/14,86,88,178,97,79,,,11,58,15.93,124.2967056,,,,
2014,IAH4,2168512,GTF-01:01,LH162/CG60,1,7,225,24,39,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,195,80,79,0,0,15.3,57.5,13.49,123.7426947,,,,
2014,IAH1a,2184626,13SAJL:NURSE:0053,B37/OH43,2,11,376,39,39,,20,3,30,85,,,,72,5/17/14,10/21/14,7/20/14,7/24/14,64,68,210,90,79,0,4,21.3,52,10.41,88.72574835,,,,
2014,TXH1,2218634,WE13-195ISO-043-X-POL-195,MOG_LH145_0131/LH195,1,7,192,9,21,,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/23/14,83,83,170,81,79,,,11.3,59.1,9.17,71.30940149,,,,
2014,TXH1,2218717,LOCAL_CHECK,DEKALB 64-69,2,4,67,13,26,Yes,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/22/14,83,82,198,91,78,,,11.9,58.9,35.34,272.9582904,,,,
2014,TXH1,2218515,LOCAL_CHECK,DEKALB 64-69,1,6,149,8,11,Yes,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,211,94,78,,,12.1,59.5,33.71,259.7774584,,,,
2014,TXH1,2218477,LOCAL_CHECK,DEKALB 64-69,1,4,75,6,7,Yes,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/22/14,83,82,193,84,78,,,11,59.4,31.67,247.1109019,,,,
2014,IAH4,2186137,13WJWE:LH185:2868,Z022E0003/LH185,1,3,136,15,39,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,235,103,78,0,0,17.9,51.8,27.38,243.4449725,,,,
2014,TXH1,2218660,LOCAL_CHECK,DEKALB 64-69,1,7,184,9,29,Yes,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/22/14,83,82,185,91,78,,,12.1,59.4,30.79,237.2752282,,,,
2014,TXH1,2218760,LOCAL_CHECK,DEKALB 64-69,2,8,188,16,30,Yes,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,198,94,78,,,12.1,59.6,29.61,228.1818613,,,,
2014,IAH4,2168536,13SAJL:NURSE:0031,B37/MO17,1,7,226,24,40,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,255,144,78,1,0,20.1,57,25.99,224.8936888,,,,
2014,IAH4,2186152,LOCAL_CHECK,MBS2747_MBS9508,1,5,196,21,39,Yes,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,276,102,78,1,1,19.6,57.3,25.49,221.9474161,,,,
2014,TXH1,2218565,LOCAL_CHECK,DEKALB 64-69,1,5,132,7,11,Yes,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/22/14,83,82,198,102,78,,,12.2,59.2,28.6,220.1478178,,,,
2014,TXH1,2218410,13SAJL:NURSE:0189,B73/TX205,1,8,205,9,8,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/23/14,82,83,201,86,78,,,10.6,56.7,26.08,204.4084955,,,,
2014,IAH1a,2184740,13WJWE:LH198:3787,Z022E0044/LH198,2,12,415,43,40,,20,3,30,85,,,,72,5/17/14,10/21/14,7/21/14,7/24/14,65,68,235,110,78,0,15,25.4,51.5,25,201.9775246,,,,
2014,IAH2,2185322,13SAJL:NURSE:0157,LH74/PHN82,2,3,106,38,71,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,203,97,78,1,0,19.7,57,22.61,196.6257159,,,,
2014,TXH1,2218684,13SAJL:NURSE:0103,PHW52/PHM49,2,3,49,12,31,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/23/14,82,83,198,102,78,,,12,58.4,25.06,193.3381571,,,,
2014,TXH1,2218685,13SAJL:NURSE:0151,PHW52/PHN82,2,3,45,12,27,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/23/14,82,83,221,112,78,,,12.1,57.1,24.76,190.8065817,,,,
2014,IAH4,2186296,13SAJL:NURSE:0079,B37/H95,2,1,42,31,43,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,266,145,78,7,6,20.2,57.1,21.94,189.6110852,,,,
2014,IAH1b,2187036,WE13-195ISO-044-X-POL-195,MOG_MO45-030-1-1-1-1-B/LH195,2,3,55,33,19,,20,3,30,85,,,,72,5/17/14,10/20/14,7/26/14,7/26/14,70,70,213,103,78,0,0,26.6,52.3,23.52,186.9638259,,,,
2014,IAH4,2186273,GTF-01:05,LH198/CGR01,2,1,12,28,36,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,240,100,78,0,3,16.6,58,20.47,184.8877352,,,,
2014,IAH1b,2186714,WE13-195ISO-427-X-POL-195,M0164/LH195,1,9,173,20,22,,20,3,30,85,,,,72,5/17/14,10/20/14,7/29/14,7/29/14,73,73,230,120,78,0,0,25.7,52.1,22.95,184.6697294,,,,
2014,IAH4,2186292,13SAJL:NURSE:0163,B73/PHN82,2,1,26,30,42,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,262,133,78,0,9,19.9,54.8,20.79,180.3479519,,,,
2014,TXH1,2218552,WE13-80ISO-236-X-POL-80,PHW65_MOG_0029/PB80,1,5,96,6,28,,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/22/14,83,82,201,104,78,,,11.5,58.5,23.04,178.7638014,,,,
2014,IAH4,2186218,13WJWE:LH185:2370,MOG_LH123HT-199-1-1-1-1-B/LH185,1,2,65,8,39,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,247,115,78,0,2,20.8,56,20.79,178.3215704,,,,
2014,TXH1,2218518,WE13-80ISO-256-X-POL-80,MOG_MO45-055-1-1-1-1-B/PB80,1,5,130,7,13,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,203,102,78,,,11.9,61.2,22.99,177.5696405,,,,
2014,IAH2,2185184,13WJWE:LH198:3445,MOG_PHG83-090-1-1-1-1-B/LH198,1,5,149,16,73,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,250,135,78,16,0,23.2,54.3,20.98,174.4981846,,,,
2014,TXH1,2218488,WE13-80ISO-407-X-POL-80,Z013E0012/PB80,1,9,232,10,24,,25,4,30,105,,,,47,3/1/14,8/21/14,5/26/14,5/27/14,86,87,193,86,78,,,12.1,60.4,22.27,171.6180361,,,,
2014,TXH1,2218910,WE13-195ISO-106-X-POL-195,MO44_LH145_0127/LH195,2,9,243,18,15,,25,4,30,105,,,,47,3/1/14,8/21/14,5/20/14,5/21/14,80,81,196,99,78,,,12.2,59.5,22.21,170.9609452,,,,
2014,IAH4,2186308,GTF-01:42,CG108/CGR01,2,1,22,29,43,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,230,113,78,0,0,15.2,56,18.56,170.4504034,,,,
2014,TXH1,2218907,WE13-195ISO-384-X-POL-195,MOG_PHG83-069-1-1-1-1-B/LH195,2,9,210,17,23,,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/23/14,83,83,178,89,78,,,11,58.6,21.81,170.1764689,,,,
2014,TXH1,2218884,WE13-195ISO-200-X-POL-195,PHN11_PHW65_0294/LH195,2,9,223,17,10,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,185,89,78,,,11.9,58.6,21.7,167.6059678,,,,
2014,TXH1,2218407,GTF-01:06,LH195/REDEAR-B,1,8,201,9,12,,25,4,30,105,,,,47,3/1/14,8/21/14,5/18/14,5/21/14,78,81,203,86,78,,,12.2,58.6,21.68,166.8812829,,,,
2014,TXH1,2218612,WE13-195ISO-062-X-POL-195,Z013E0032/LH195,1,1,4,4,6,,25,4,30,105,,,,47,3/1/14,8/21/14,5/26/14,5/26/14,86,86,183,79,78,,,11.4,60.1,21.15,164.2850066,,,,
2014,TXH1,2218541,WE13-80ISO-065-X-POL-80,MOG_LH145_0173/PB80,1,5,108,7,35,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,203,117,78,,,10.9,58.6,20.95,163.6498333,,,,
2014,TXH1,2218644,WE13-195ISO-091-X-POL-195,PHN11_PHG47_0172/LH195,1,7,187,9,26,,25,4,30,105,,,,47,3/1/14,8/21/14,5/21/14,5/22/14,81,82,183,76,78,,,13,57.3,20.91,159.4876729,,,,
2014,IAH2,2185212,13WJWE:LH198:3727,Z013E0079/LH198,1,7,193,21,72,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,237,100,78,2,0,22.7,55.7,18.89,158.1377885,,,,
2014,TXH1,2218648,WE13-195ISO-042-X-POL-195,MOG_LH145_0162/LH195,1,7,152,8,14,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,180,76,78,,,11.7,58.7,20.1,155.6003598,,,,
2014,TXH1,2218654,WE13-195ISO-390-X-POL-195.3,MOG_MO45-055-1-1-1-1-B/LH195,1,7,174,8,36,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/24/14,84,84,196,97,78,,,12.1,59.8,20.18,155.5119878,,,,
2014,TXH1,2218598,WE13-195ISO-231-X-POL-195,W10005_0346/LH195,1,10,259,11,24,,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/23/14,83,83,193,97,78,,,11.6,59.1,19.73,152.9090486,,,,
2014,TXH1,2218486,WE13-80ISO-285-X-POL-80,Z013E0069/PB80,1,9,238,10,30,,25,4,30,105,,,,47,3/1/14,8/21/14,5/25/14,5/26/14,85,86,206,97,78,,,12.4,59.7,19.32,148.3764801,,,,
2014,TXH1,2218563,WE13-80ISO-127-X-POL-80,MOG_LH123HT-199-1-1-1-1-B/PB80,1,5,112,7,31,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,226,114,78,,,11.5,58.3,19.08,148.038773,,,,
2014,TXH1,2218755,WE13-80ISO-297-X-POL-80,Z013E0032/PB80,2,8,184,16,26,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/25/14,84,85,188,94,78,,,12.1,59.3,18.98,146.264496,,,,
2014,TXH1,2218639,WE13-195ISO-240-X-POL-195,MOG_PHG83-090-1-1-1-1-B/LH195,1,7,169,8,31,,25,4,30,105,,,,47,3/1/14,8/21/14,5/26/14,5/26/14,86,86,201,102,78,,,12.4,58.5,18.41,141.3877328,,,,
2014,IAH3,2185626,13WJWE:LH198:3769,Z022E0079/LH198,1,2,89,10,83,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,253,132,78,,5,19.7,56.1,16.16,140.533904,,,,
2014,TXH1,2218499,WE13-80ISO-367-X-POL-80,Z013E0009/PB80,1,9,236,10,28,,25,4,30,105,,,,47,3/1/14,8/21/14,5/26/14,5/26/14,86,86,185,86,78,,,12.4,60.9,17.47,134.1685873,,,,
2014,TXH1,2218609,WE13-195ISO-410-X-POL-195,Z013E0074/LH195,1,1,12,4,14,,25,4,30,105,,,,47,3/1/14,8/21/14,5/27/14,5/28/14,87,88,188,86,78,,,11.9,60.2,17.06,131.767641,,,,
2014,TXH1,2218869,WE13-195ISO-410-X-POL-195,Z013E0074/LH195,2,7,168,16,10,,25,4,30,105,,,,47,3/1/14,8/21/14,5/27/14,5/28/14,87,88,191,84,78,,,12.4,60.9,16.9,129.7910203,,,,
2014,TXH1,2218461,WE13-80ISO-202-X-POL-80,Z022E0083/PB80,1,4,73,6,5,,25,4,30,105,,,,47,3/1/14,8/21/14,5/21/14,5/22/14,81,82,191,89,78,,,11.2,59.5,15.83,123.2388725,,,,
2014,TXH1,2218751,WE13-80ISO-102-X-POL-80,Z013E0066/PB80,2,8,195,16,37,,25,4,30,105,,,,47,3/1/14,8/21/14,5/26/14,5/26/14,86,86,191,89,78,,,11,60.5,14.76,115.1675691,,,,
2014,MNH1,2235523,13WJWE:LH198:3130,M0296/LH198,1,4,107,4,28,,28,6,30,110,,,,40,5/16/14,10/16/14,8/4/14,8/6/14,80,82,184,77,78,3,0,28.9,53.4,16.77,99.78220874,,,,
2014,IAH4,2186169,13WJWE:LH185:2658,Z013E0026/LH185,1,5,191,21,44,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,260,120,77,0,0,22.7,55.5,29.03,243.0248809,,,,
2014,TXH1,2218595,LOCAL_CHECK,DEKALB 64-69,1,10,255,11,28,Yes,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/22/14,83,82,185,91,77,,,11.7,58.8,31.16,241.2192642,,,,
2014,IAH4,2168530,13SAJL:NURSE:0103,PHW52/PHM49,1,7,245,26,39,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,255,105,77,0,5,21.2,56.4,26.14,223.0776239,,,,
2014,IAH4,2186416,13WJWE:LH185:2724,Z013E0078/LH185,2,2,71,34,37,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,255,115,77,0,1,20,56.6,25.39,219.9768086,,,,
2014,TXH1,2218657,WE13-195ISO-329-X-POL-195,MOG_LH123HT-031-1-1-1-1-B/LH195,1,7,158,8,20,,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/23/14,83,83,206,109,77,,,11.4,59.7,28.01,217.570829,,,,
2014,WIH1,2216306,GTF-01:05,LH198/CGR01,1,2,14,3,9,,24,3,30,107.5,,,,80,5/9/14,10/28/14,7/18/14,7/16/14,70,68,218,113,77,0,0,16.4,59,30.38,217.4847039,,,,
2014,IAH4,2168519,13SAJL:NURSE:0181,LH74/TX205,1,7,229,24,43,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,270,125,77,0,14,17.5,54,22.68,202.6381482,,,,
2014,IAH4,2186220,13WJWE:LH185:2313,MO44_LH145_0127/LH185,1,2,83,10,37,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,210,100,77,0,0,16.3,56.2,22.06,199.9655469,,,,
2014,MNH1,2235820,13WJWE:CG102:1263,PHN11_PHW65_0328/CG102,2,1,48,9,15,,28,6,30,110,,,,40,5/16/14,10/16/14,7/25/14,7/27/14,70,72,194,90,77,9,0,28.6,53.2,32.53,194.371562,,,,
2014,TXH1,2218672,13SAJL:NURSE:0007,B37/C103,2,3,48,12,30,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/25/14,84,85,196,97,77,,,12.6,60.4,25.29,193.7822962,,,,
2014,IAH3,2185895,13WJWE:LH198:3727,Z013E0079/LH198,2,3,121,39,81,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,247,130,77,,0,21.7,55.8,22.84,193.6787934,,,,
2014,IAH2,2185400,13WJWE:CG102:1301,W10004_0032/CG102,2,6,144,42,73,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,223,95,77,1,0,17,57.5,21.13,189.9335994,,,,
2014,MNH1,2235806,13WJWE:CG102:1154,MO44_LH145_0127/CG102,2,1,51,9,12,,28,6,30,110,,,,40,5/16/14,10/16/14,7/20/14,7/23/14,65,68,203,85,77,4,0,21.1,59.1,28.3,186.8589433,,,,
2014,IAH1a,2184912,13WJWE:LH185:2805,Z022E0123/LH185,2,13,443,46,37,,20,3,30,85,,,,72,5/17/14,10/21/14,7/20/14,7/20/14,64,64,205,70,77,0,0,25.2,50.8,22.47,182.0240946,,,,
2014,IAH1b,2187038,WE13-195ISO-342-X-POL-195,PHN11_PHG47_0287/LH195,2,3,54,33,20,,20,3,30,85,,,,72,5/17/14,10/20/14,7/23/14,7/24/14,67,68,194,83,77,0,0,21,53.8,20.91,178.8979374,,,,
2014,TXH1,2218683,13SAJL:NURSE:0127,PHW52/PHG35,2,3,43,12,25,,25,4,30,105,,,,47,3/1/14,8/21/14,5/25/14,5/25/14,85,85,188,79,77,,,11.4,58.4,22.91,177.9560047,,,,
2014,TXH1,2218606,WE13-195ISO-403-X-POL-195.2,Z013E0046/LH195,1,1,9,4,11,,25,4,30,105,,,,47,3/1/14,8/21/14,5/26/14,5/26/14,86,86,185,86,77,,,12.5,61.6,23.12,177.3575654,,,,
2014,TXH1,2218638,WE13-195ISO-381-X-POL-195,PHN11_OH43_0215/LH195,1,7,153,8,15,,25,4,30,105,,,,47,3/1/14,8/21/14,5/23/14,5/23/14,83,83,203,94,77,,,12,60.2,22.2,171.2732278,,,,
2014,TXH1,2218653,WE13-195ISO-246-X-POL-195,MOG_MO45-074-1-1-1-1-B/LH195,1,7,181,9,32,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/25/14,84,85,196,91,77,,,11.7,59.4,22.09,171.0055695,,,,
2014,IAH2,2185159,13WJWE:LH198:3397,MOG_MO45-030-1-1-1-1-B/LH198,1,5,132,15,73,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,270,120,77,18,0,22.1,57,19.98,168.5610201,,,,
2014,IAH3,2185664,13WJWE:LH198:3064,M0008/LH198,1,3,117,13,78,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,219,103,77,,1,20.6,54.5,19.4,166.8193565,,,,
2014,TXH1,2218830,WE13-195ISO-318-X-POL-195.2,M0001/LH195,2,1,6,11,17,,25,4,30,105,,,,47,3/1/14,8/21/14,5/25/14,5/25/14,85,85,198,104,77,,,11.6,58.6,21.46,166.3166844,,,,
2014,TXH1,2218403,GTF-01:02,LH82/CG60,1,8,214,10,6,,25,4,30,105,,,,47,3/1/14,8/21/14,5/15/14,5/16/14,75,76,147,56,77,,,11.5,58.2,20.98,162.7805796,,,,
2014,TXH1,2218586,WE13-195ISO-309-X-POL-195,Z022E0097/LH195,1,10,252,11,31,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/25/14,84,85,201,94,77,,,12.1,58.7,20.84,160.5981084,,,,
2014,TXH1,2218778,WE13-80ISO-256-X-POL-80,MOG_MO45-055-1-1-1-1-B/PB80,2,5,137,15,26,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/23/14,82,83,206,117,77,,,11.5,59.3,20.24,157.0390339,,,,
2014,TXH1,2218496,WE13-80ISO-369-X-POL-80,Z013E0006/PB80,1,9,229,10,21,,25,4,30,105,,,,47,3/1/14,8/21/14,5/26/14,5/26/14,86,86,188,89,77,,,11.8,59.3,19.96,154.3415857,,,,
2014,TXH1,2218733,WE13-80ISO-213-X-POL-80,Z022E0110/PB80,2,6,150,15,13,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/23/14,82,83,188,102,77,,,11.8,56.5,19.93,154.1096094,,,,
2014,TXH1,2218637,WE13-195ISO-344-X-POL-195.2,PHN11_PHW65_0359/LH195,1,7,182,9,31,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/23/14,84,83,183,71,77,,,12,59.2,19.89,153.4515541,,,,
2014,TXH1,2218468,WE13-80ISO-016-X-POL-80,Z022E0006/PB80,1,4,67,5,6,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,175,86,77,,,11.1,58.3,19.36,150.8901707,,,,
2014,IAH1a,2184681,13WJWE:LH198:3124,M0118/LH198,2,6,217,23,38,,20,3,30,85,,,,72,5/17/14,10/21/14,7/25/14,7/27/14,69,71,200,110,77,0,7,22,54.6,17.78,150.1933031,,,,
2014,IAH4,2186307,GTF-01:40,CG44/CGR01,2,1,39,31,40,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,225,97,77,0,0,14.9,55.5,15.54,143.2203675,,,,
2014,TXH1,2218783,WE13-80ISO-030-X-POL-80,MO44_LH145_0081/PB80,2,5,134,15,29,,25,4,30,105,,,,47,3/1/14,8/21/14,5/25/14,5/25/14,85,85,191,91,77,,,11.8,58.7,18.39,142.2014911,,,,
2014,TXH1,2218902,WE13-195ISO-236-X-POL-195,PHN11_PHG47_0388/LH195,2,9,203,17,30,,25,4,30,105,,,,47,3/1/14,8/21/14,5/20/14,5/23/14,80,83,173,74,77,,,11.5,56.7,18.23,141.4437543,,,,
